"Submitted","Product_name","Company","Company_other","Formulation","Formulation_other","AI_English","AI_English2","percentage","percentage2","Biocontrol","registration_number","FRAC","FRAC2","warning","Targetdiseases","disease_Suppress","targetdiseases_alt","lower_dose","targetdiseases_other","Disease_Suppress_other","higher_dose","Unitofapplication","unit_of_application_alt","recommended_dose","REI","REI2","PHI","PHI2","application_number","total_application","application_number2","total_application2","application_method","application_method_alt","Comments","price_estimate","Comments_Mizuho","Referencewebpage","labeldate","File","Page Title","FLabel","FSDS","Submitted Login","Submitted From",
"2017-09-11 17:04:40 +00:00","Topguard EQ	","FMC Corporation","","Other","Suspension concentrate","Azoxystrobin","Flutriafol","25.30","18.63","No","279-3596","3","11","Caution","Downy mildew, Phomopsis (aka dead arm)","Botrytis","","8","","","8","fl oz","","8","12","","14","","6","8 fl.oz/application ","","","Aerial","","The REI is 5 days for girdling or turning of grapes.","1","","https://home.agrian.com/","2016-07-08","","Grape Fungicide Entry Form (US)","Topguard_EQ_Label.pdf","Spotrete_F_MSDS.pdf","","204.111.240.50",
"2017-09-11 17:02:48 +00:00","Topguard EQ	","FMC Corporation","","Other","Suspension concentrate","Azoxystrobin","Flutriafol","25.30","18.63","No","279-3596","3","11","Caution","Black rot, Powdery mildew","","","5","","","6","fl oz","","5.5","12","","14","","6","8 fl.zo/A  per application","","","Aerial","","The REI is 5 days for girdling or turning of grapes.","1","","https://home.agrian.com/","2016-07-08","","Grape Fungicide Entry Form (US)","Topguard_EQ_Label.pdf","Topguard_EQ_MSDS.pdf","","204.111.240.50",
"2017-09-11 16:50:09 +00:00","Toledo 45WP","Others","Rotam North America Inc.","Soluble Powders (SP or WSP)","NA","Tebuconazole","","45","","No","83100-13-83979 ","3","","Caution","Black rot, Powdery mildew","Botrytis","","4","","","4","oz","","4","12","","14","","0","2 lb","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2015-05-26","","Grape Fungicide Entry Form (US)","Toledo_45WP_Label.pdf","Toledo_45WP_MSDS.pdf","","204.111.240.50",
"2017-09-11 16:28:58 +00:00","Thiophanate Methyl 85 WDG	","Makhteshim Agan","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","Thiophanate-methyl","","85","","No","66222-145","1","","Caution","Bitter rot, Black rot, Powdery mildew","","","0.6","","","1.2","lb","","0.9","48","","14","","0","3.2","","","Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2015-11-30","","Grape Fungicide Entry Form (US)","Thiophanate_Methyl_85_WDG_Label.pdf","Thiophanate_Methyl1_85_WDG_MSDS.pdf","","204.111.240.50",
"2017-09-11 16:20:14 +00:00","Thiolux","Loveland Products","","Granules (G)","NA","Sulfur","","80","","No","34704-1079","M2","","Caution","Powdery mildew","","","3","","","10","lb","","6.5","24","","0","","0","0","","","Chemigation/irrigation, Aerial","","DO NOT apply if temperatures during or within 3 days after application are expected to exceed 90 °F.
DO NOT use within 2 weeks of an oil spray treatment except for dormant, delayed dormant or post-harvest application with a suitable spray oil.
Chemigation application-Only apply this product through sprinkler irrigation systems including center pivot, lateral move, end tow, side (wheel) roll, traveler, big gun, solid set, or hand move irrigation systems. ","1","","https://home.agrian.com/","2013-08-12","","Grape Fungicide Entry Form (US)","Thiolux_Label.pdf","Thiolux_MSDS.pdf","","204.111.240.50",
"2017-09-11 16:09:44 +00:00","THAT Flowable Sulfur	","Stoller Enterprises","","Flowables (F or L)","NA","Sulfur","","52","","No","57538-5","M2","","Caution","Powdery mildew","","","1","","","2","pt","","1.5","24","","0","","0","5","","","Spray application (Air), Chemigation/irrigation, Aerial","","Make first application when shoots are 6 to 8"" long, second when shoots are 12 to 15"" long, and third about bloom stage","1","","https://home.agrian.com/","2016-05-13","","Grape Fungicide Entry Form (US)","THAT_Flowable_Sulfur1_Label.pdf","THAT_Flowable_Sulfur_MSDS.pdf","","204.111.240.50",
"2017-09-11 15:59:00 +00:00","Tenet WP	","Gowan Company","","No descriptions","NA","Trichoderma asperellum","Trichoderma gamsii","2","2","Yes","80289-9","NC","NC","Caution","Armillaria, Fusarium, Verticillium, Other","","","2.5","Rhizoctonia","Sclerotinia","3","lb","","2.75","1","","0","","0","0","","","Soil application (drench), Chemigation/irrigation, other","cutting and bare root, substrate mix, in-furrow, banded","Cuttings and Bare Root-Dip into undiluted Tenet™ WP or prepare solution, composed of 0.25– 2 lbs of Tenet™ WP/gallon of water, for dipping. 
Substrate Mix-Mix 0.5 – 1.5 lb/cubic yard substrate. 
In-Furrow-1.5 to 3 oz per 1000 row feet","1","","https://home.agrian.com/","2014-05-19","","Grape Fungicide Entry Form (US)","Tenet_WP_Label.pdf","Tenet_WP_MSDS.pdf","","204.111.240.50",
"2017-09-11 15:12:21 +00:00","TebuStar 45WSP","Albaugh","","Soluble Powders (SP or WSP), Other","NA","Tebuconazole","","45","","No","42750-102","3","","Caution","Black rot, Powdery mildew","Botrytis","","4","","","4","oz","","4","12","","14","","0","2 lb per acre per crop season","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2014-10-01","","Grape Fungicide Entry Form (US)","TebuStar_45WSP_Label.pdf","TebuStar1_45WSP_MSDS.pdf","","204.111.240.50",
"2017-09-11 14:45:10 +00:00","Tavano 5%SC	","Certis USA","","No descriptions","NA","Polyoxin D zinc salt ","","5.0","","No","68173-4-70051","19","","Caution","Botrytis, Powdery mildew","","","3.75","","","13","fl oz","","8","4","","7","","0","4.2 oz. a.i/acre/season (6ppl. at max)","","","Spray application (Air), Chemigation/irrigation","","","1","","https://home.agrian.com/","2013-01-02","","Grape Fungicide Entry Form (US)","TAVANO_5SC_Label.pdf","Taegro_2_MSDS.pdf","","204.111.240.50",
"2017-08-31 14:06:40 +00:00","Taegro 2	","Novozymes BioAg","","Other","Live Organism","Bacillus subtilis var. amyloliquefaciens Strain FZB24","","13","","Yes","70127-12","44","","Caution","Other","Crown gall, Verticillium, Other","","2.6","Phizoctonia"," Phythophthora","5.2","oz","","3.9","4","","0","","0","0","","","Soil application (drench), Chemigation/irrigation, other","Foliar spray, Transplants","","1","","https://home.agrian.com/","2016-10-01","","Grape Fungicide Entry Form (US)","Taegro_2_Label.pdf","Taegro_2_MSDS.pdf","","204.111.240.50",
"2017-08-31 13:40:49 +00:00","Switch 62.5WG	","Syngenta Crop Protection","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","Cyprodinil","Fludioxonil","37.5","25","No","100-953","12","9","Caution","Botrytis, Sour rot","","","11","","","14","oz","","12.5","12","","7","","3","56","","","Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2016-01-01","","Grape Fungicide Entry Form (US)","Switch_62.5WG1e_Label.pdf","Switch_62.5WG1t_MSDS.pdf","","204.111.240.50",
"2017-08-31 13:30:00 +00:00","Sulfur 6L	","Micro Flo Company","","No descriptions","NA"," Sulfur","","52","","No","51036-16","M2","","Caution","Phomopsis (aka dead arm), Powdery mildew","","","7","","","7","pt","","7","24","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","Before flowering-Apply 7 pints per acre. 
After flowering-Apply 1 gallon per acre.","1","","https://home.agrian.com/","1999-07-14","","Grape Fungicide Entry Form (US)","Sulfur_6l_Ad_051403_Label-Micro.pdf","Sulfur_6l_July_14_1999_MSDS-Micro.pdf","","204.111.240.50",
"2017-08-30 17:57:48 +00:00","SuffOil-X	","BioWorks","","No descriptions","NA","Mineral Oil","","80","","No","48813-1-68539","NC","","Caution","Botrytis, Powdery mildew","","","1","","","2","gal","","1.5","4","","0","","0","0","","","Spray application (Air), Soil application (drench), Aerial","","","1","","https://home.agrian.com/","2015-05-18","","Grape Fungicide Entry Form (US)","SuffOil-X1_Label.pdf","SuffOil-X1_MSDS.pdf","","204.111.240.50",
"2017-08-30 17:49:00 +00:00","Stretch Fungicide	","Others","EDM Industries, Inc.","No descriptions","NA","Copper Hydroxide ","","3.6","","No","68292-3","M1","","Danger","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","","","2","Leaf Blight","","4","qt","","3","24","","0","0","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial",""," Make initial application after first leaves have expanded. Continue on a 10 to 14 day schedule during wet conditions in the Spring. Make an additional application to vines after
harvest.","1","","https://home.agrian.com/","2017-01-01","","Grape Fungicide Entry Form (US)","Stretch_Fungicide_Label.pdf","Stretch_Fungicide_1099_MSDS.pdf","","204.111.240.50",
"2017-08-22 17:47:02 +00:00","Sovran® Fungicide	","BASF","","No descriptions","NA","kresoxim-methy","","50","","No"," 7969-154","11","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","Botrytis","","3.2","Leaf spot","","4.8","oz","","4","12","","14","","4","25.6","","","Spray application (Air), Aerial","","For Downy mildew application rates-4.0-6.4 oz
 DO NOT make more than 2 sequential applications of Sovran.
 Apply Sovran in alternation with labeled non-strobilurin (non-Qol) fungicides with different modes of action.","1","","https://home.agrian.com/","2008-01-01","","Grape Fungicide Entry Form (US)","Sovranr_Fungicide_7969-154_Label.pdf","Sovranr_Fungicide_7969-154_MSDS.pdf","","204.111.240.50",
"2017-08-22 17:34:27 +00:00","Sovran(R) Fungicide	","Cheminova","","No descriptions","NA"," Kresoxim-methyl","","50","","No","7969-154-67760","11","","Caution","Black rot, Powdery mildew","Botrytis","","3.2","","","4.8","oz","","4","12","","14","","4","6.4","","","Spray application (Air), Aerial","","","1","","","2013-01-01","","Grape Fungicide Entry Form (US)","SovranR_Fungicide_Label.pdf","SovranR_1Fungicide_MSDS.pdf","","204.111.240.50",
"2017-08-22 17:26:35 +00:00","Sonoma 40WSP	","Albaugh","","Soluble Powders (SP or WSP)","NA","Myclobutanil","","40","","No","42750-141","3","","Warning","Anthracnose, Black rot, Botryosphaeria, Eutypa (aka dead arm), Powdery mildew, Other","","","3","Phaeomoniella chlamydospora","","5","oz","","4","24","","14","","0","1.5 lbs ","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2010-06-03","","Grape Fungicide Entry Form (US)","Sonoma_40WSP_Label.pdf","Sonoma_40WSP_MSDS.pdf","","204.111.240.50",
"2017-08-22 17:15:34 +00:00","Sonoma 20EW AG	","Albaugh","","Emulsifiable Concentrates (EC or E)","NA","myclobutanil","","19.7","","No","42750-165","3","","Caution","Anthracnose, Black rot, Powdery mildew","","","6","","","10","fl oz","","8","24","","14","","0","45.6 per acre per year for powdery mildew control","","","Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial","","To protect pruning wounds from vine diseases caused by Botryosphaeria rhodina, Eutypa lata, Phaeoacremonium
aleophilum or Phaeomoniella chlamydospora, apply Agri Star® Sonoma® 20EW AG at 9.5 fl. oz. per acre in 50 gallons of water per acre using power operated ground application equipment. 
Apply as a directed spray immediately after pruning (within 24 hours). ","1","","https://home.agrian.com/","2013-05-20","","Grape Fungicide Entry Form (US)","Sonoma_20EW_AG1e_Label.pdf","Sonoma_20EW_AG_MSDS.pdf","","204.111.240.50",
"2017-08-22 16:58:29 +00:00","Sonata	","Bayer CropScience","","Other","Suspension","Bacillus pumilis strain QST 2808","","1.38","","No","264-1153","44","","Caution","Powdery mildew","","","2","","","4","qt","","3","4","","0","","0","0","","","Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2014-11-05","","Grape Fungicide Entry Form (US)","Sonata_Label.pdf","Sonata_MSDS.pdf","","204.111.240.50",
"2017-08-22 16:43:44 +00:00","Sil-Matrix	","Others","PQ Corporation","Concentrate solutions (C or LC)","NA","Potassium silicate","","29","","No"," 82100-1","NC","","Caution","Powdery mildew","Botrytis","","2","","","4","qt","","3","4","","0","","0","20 gallon per acre per season (10 qt per acre per application)","","","Spray application (Air)",""," Do not make post harvest applications","1","","https://home.agrian.com/","2009-12-11","","Grape Fungicide Entry Form (US)","Sil-MATRIX_Label.pdf","Sil-Matrix1_MSDS.pdf","","204.111.240.50",
"2017-08-22 14:57:52 +00:00","Sharda USA LLC","Sharda USA","","No descriptions","NA","Tebuconazole","","45","","No"," 4581-416-83529","3","","Danger","Black rot, Botrytis, Powdery mildew","","","2","","","2","lb","","2","12","","14","","0","2 lb per acre per crop season","","","Spray application (Air)","","","1","","https://home.agrian.com/","2010-09-11","","Grape Fungicide Entry Form (US)","Tebuconazole_45_WDG_Label1A.pdf","Tebuconazole_45_WDG_MSDS.pdf","","204.111.240.50",
"2017-07-31 17:59:32 +00:00","Serifel(R) Biofungicide	","BASF","","No descriptions","NA","Bacillus amyloliquefaciens","","9.9","","Yes","71840-18","44","","Caution","Alternaria, Anthracnose, Botrytis, Powdery mildew, Other","","","4","mummy berry","","16","oz","","10","4","","0","","0","0","","","Spray application (Air)","","","1","","https://home.agrian.com/","2016-01-01","","Grape Fungicide Entry Form (US)","SerifelR_Biofungicide_Label.pdf","SerifelR1e_Biofungicide_MSDS.pdf","","4.30.36.70",
"2017-07-19 17:45:16 +00:00","Scala Brand SC Fungicide	","Bayer CropScience","","Other","Suspension","Pyrimethanil","","54.6","","No","264-788","9","","Caution","Botrytis","","","18","","","18","fl oz","","18","12","","7","","0","36","","","Spray application (Air)","","","1","","https://home.agrian.com/","2017-03-17","","Grape Fungicide Entry Form (US)","Satori_Label.pdf","Satori_MSDS.pdf","","4.30.36.70",
"2017-07-19 17:37:27 +00:00","Satori	","Loveland Products","","No descriptions","NA"," Azoxystrobin","","22.9","","No","34704-1068","11","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Botrytis","","10","","","15","lb","","12.5","4","","14","","2","92.3","","","Spray application (Air), Chemigation/irrigation","","","1","","https://home.agrian.com/","2015-09-04","","Grape Fungicide Entry Form (US)","Satori_Label.pdf","Satori_MSDS.pdf","","4.30.36.70",
"2017-07-19 17:27:01 +00:00","Rovral Brand 4 Flowable Fungicide","FMC Corporation","","No descriptions","NA","Iprodione","","41.6","","No","279-9564","2","","Caution","Botrytis","","","50","","","50","gal","","50","48","","7","","4","0","","","Spray application (Air)","","","1","","https://home.agrian.com/","2012-02-01","","Grape Fungicide Entry Form (US)","Rovral_Brand_4_Flowable_Fungicide_Label2r.pdf","Rovral_Brand_4_Flowable1_Fungicide_MSDS.pdf","","4.30.36.70",
"2017-07-19 17:00:22 +00:00","Roper DF Rainshield	","Loveland Products","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","Mancozeb","Ethylene bisdithiocarbamate ion ","15","58.1","No","34704-1063","M3","7","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Other","","","1.5","Bunch rot","","4","lb","","3","24","","66","","0","24","","","Spray application (Air)","","","1","","https://home.agrian.com/","2017-01-26","","Grape Fungicide Entry Form (US)","Roper_DF_Rainshield_Label.pdf","Roper_DF_Rainshield_MSDS.pdf","","4.30.36.70",
"2017-07-19 16:45:46 +00:00","RootShield WP	","BioWorks","","No descriptions","NA"," Trichoderma harzianum Rifai strain KRL-AG2","","1.15","","Yes",".68539-7","NC","","Caution","Fusarium, Other","","","3","Pythium, Rhizoctonia, Cylindrocladium, Thielaviopsis","","5","oz","","4","4","","0","","0","0","","","Soil application (drench), Chemigation/irrigation, other","cuttings/bare root, In-furrow spray or transplant starter solution","Cutting/bare root:0.5-2.5 lbs/5 gal or dip into dry powder
In-furrow spray or transplant starter solution: 16.0-32.0 oz/acre","1","","https://home.agrian.com/","2009-04-02","","Grape Fungicide Entry Form (US)","RootShield_WP1_Label.pdf","RootShield_WP1_MSDS.pdf","","4.30.36.70",
"2017-07-19 16:28:59 +00:00","RootShield Plus WP	","BioWorks","","No descriptions","NA","Trichoderma harzianum Rifai strain T-22","Trichoderma virens strain G-41","1.15","0.61","Yes","68539-9","NC","NC","Caution","Fusarium, Other","","","3","Pythium, Phytophthora, Rhizoctonia, Cylindrocladium, Thielaviopsis","","8","oz","","5.5","4","","0","","0","0","","","Soil application (drench), Chemigation/irrigation, other","cuttings or bare-rooted transplant dip, in-furrow spray or transplant starter solution","This product must not be tank mixed with chemicals that contain the following active ingredients: imazalil, propiconazole, tebuconazole, and triflumizole.
Cuttings or bare-rooted transplant dip: 0.25-1.5 lb/20 gal water
In-furrow spray or transplant starter solution: 16.0-32.0 oz/acre","1","","https://home.agrian.com/","2014-07-16","","Grape Fungicide Entry Form (US)","RootShield_Plus_WP1_Label.pdf","RootShield_Plus_WP1_MSDS.pdf","","4.30.36.70",
"2017-07-19 16:14:03 +00:00","RootShield Plus Granules	","BioWorks","","Granules (G)","NA"," Trichoderma harzianum Rifai strain"," Trichoderma virens strain G-41 ","1.15","0.61","Yes","68539-10","NC","NC","Caution","Fusarium, Other","","","2.5","Pythium, Phytophthora, Rhizoctonia, Cylindrocladium, Thielaviopsis","","6.0","other","lb/ 1/2acre","4","0","","0","","0","0","","","other","In-furrow","This product is not compatible with chemicals that contain the following active ingredients: imazilil, propicanazole, tebuconazole, and triflumizole. Do not apply RootShield®
Plus Granules Biological Fungicide immediately before these pesticides are used.","1","","https://home.agrian.com/","2014-06-18","","Grape Fungicide Entry Form (US)","RootShield_Plus_Granules_Label.pdf","RootShield_1Plus_Granules_MSDS.pdf","","4.30.36.70",
"2017-07-19 15:56:11 +00:00","RootShield Granules	","BioWorks","","Granules (G)","NA","Trichoderma harzianum Rifai strain T-22","","1.15","","Yes","68539-3 ","NC","","Caution","Fusarium, Other","","","2.5","Pythium, Rhizocotonia, Cylindrocladium","","6.0","other","lb/half acre","4","0","","0","","0","0","","","other","In-furrow","","1","","","2013-05-21","","Grape Fungicide Entry Form (US)","RootShield_Granules_Label.pdf","RootShield_Granules_MSDS.pdf","","4.30.36.70",
"2017-07-19 15:30:48 +00:00","Ridomil Gold SL	","Syngenta Crop Protection","","Concentrate solutions (C or LC), Other","NA","Mefenoxam","","45.3","","No"," 100-1202 ","4","","Caution","Other","","","1.8","Root and Crown Rot","","1.8","lb","","1.8","48","","60","","0","5.4lb ai/A per crop","","","Spray application (Air), Soil application (drench), Chemigation/irrigation","","Drip irrigation:  0.5 – 1.0 fl oz/1000 gals of water or 4 fl oz
(0.25 pt)/100 linear feet of row.","1","","https://home.agrian.com/","2015-06-23","","Grape Fungicide Entry Form (US)","Ridomil_Gold_SL_Label.pdf","Ridomil_Gold_SL_MSDS.pdf","","4.30.36.70",
"2017-07-10 17:52:04 +00:00","Ridomil Gold MZ WG	","Syngenta Crop Protection","","Other","Dry","Mancozeb","Mefenoxam","64","4","No","100-1269","4","M3","Caution","Downy mildew","","","2.5","","","2.5","lb","","2.5","48","","66","","4","10","","3.2 (If tank-mixed with other products containing EBDC active ingredient)","Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial","","If other products containing mefenoxam or metalaxy are applied, do not apply more than a total of 0.4 lb ai/A of
mefenoxam or metalaxyl active ingredient per crop per season.","1","","https://home.agrian.com/","2015-08-03","","Grape Fungicide Entry Form (US)","Ridomil_Gold_MZ_WG_Supplemental_Label1k.pdf","Ridomil_Gold_MZ_WG1a_MSDS.pdf","","4.30.36.70",
"2017-07-10 17:43:54 +00:00","Ridomil Gold Copper	","Syngenta Crop Protection","","Other","Dry","Copper Hydroxide","Mefenoxam","60","5","No","100-804","M1","4","Danger","Downy mildew","","","5","","","5","lb","","5","48","","42","","4","0","","","Spray application (Air), Chemigation/irrigation, Aerial",""," If other pesticides containing mefenoxam and/or metalaxyl are also used, the total amount of mefenoxam plus metalaxyl from Ridomil Gold Copper and these other pesticides must not exceed 0.4 lb ai/acre/year.","1","","https://home.agrian.com/","2015-04-10","","Grape Fungicide Entry Form (US)","Ridomil_Gold_Copper_Label.pdf","Ridomil_Gold_Copper1a_MSDS.pdf","","4.30.36.70",
"2017-07-10 17:35:37 +00:00","Rhyme	","FMC Corporation","","Other","Liquid","Flutriafol","","22.7","","No","279-3588","3","","Caution","Black rot, Powdery mildew","","","4","","","5","fl oz","","4.5","12","The REI is 5 days for girdling or turning of grapes","14","","6","30","","No single application may exceed 5 fl. oz. of product/A","Spray application (Air)","","","1","","https://home.agrian.com/","2016-06-13","","Grape Fungicide Entry Form (US)","Rhyme1_Label.pdf","Phyton_27_AG_MSDS.pdf","","4.30.36.70",
"2017-07-06 17:58:40 +00:00","Rex Lime Sulfur Solution	","OR-CAL","","Other","Liquid concentrate","Calcium Polysulfide","","28","","No","71096-6","M2","","Danger","Anthracnose, Phomopsis (aka dead arm), Powdery mildew, Other","","","8","Leaf spot","","10","gal","","9","48","","0","","0","66","","","Spray application (Air)","","","1","","https://home.agrian.com/","2015-09-09","","Grape Fungicide Entry Form (US)","Rex_Lime1_Sulfur_Solution_Label.pdf","Rex_Lime_Sulfur_Solution1_MSDS.pdf","","4.30.36.70",
"2017-07-06 17:45:12 +00:00","Revus Top","Syngenta Crop Protection","","Other","Liquid","Mandipropamid","Difenoconazole","21.9","21.9","No","100-1278","3","40","Caution","Alternaria, Angular leaf spot, Anthracnose, Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria, Other","","","7","Leaf blight","","7","fl oz","","7","12","","14","","2","28","","","Spray application (Air)","","","1","","","2015-06-26","","Grape Fungicide Entry Form (US)","Revus_Top_Label.pdf","Revus_Top_MSDS.pdf","","4.30.36.70",
"2017-07-06 16:24:57 +00:00","Revus","Syngenta Crop Protection","","Other","Liquid Concentrate"," Mandipropamid","","23.3","","No","100-1254","40","","Caution","Downy mildew","","","8","","","8","fl oz","","8","48","","14","","0","32","","","Spray application (Air)","","Make no more than 2 consecutive applications before switching to another effective non-Group 40 fungicide. ","1","","https://home.agrian.com/","2015-09-11","","Grape Fungicide Entry Form (US)","Revus_Label.pdf","Revus_Top_MSDS.pdf","","4.30.36.70",
"2017-07-06 16:14:15 +00:00","Reveille","Helena Chemical","","Flowables (F or L)","NA","Potassium Phosphite","","54.5","","No","42519-22-5905","33","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm)","","","2","","","4","qt","","3","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation","","Do not exceed spray solution concentration of 0.5%.
Do not apply to Venifera grapes by back pack sprayer","1","","https://home.agrian.com/","2016-05-02","","Grape Fungicide Entry Form (US)","Reveille_Label.pdf","Reveille_MSDS.pdf","","4.30.36.70",
"2017-07-06 16:06:27 +00:00","Rescue One Spray Protection","Others","Martin's","Flowables (F or L)","NA","Captan ","Malathion","11.76","6","No"," 4-122-299","M4","","Danger","Black rot, Botrytis","","","1.5","","","2.5","other","tbs/per gallon of water","2","0","","14","","0","2 Qts./100sq.ft","","","Spray application (Air)","","","1","","","2012-03-01","","Grape Fungicide Entry Form (US)","Rescue_One_Spray_Label.pdf","Rescue_One_Spray_MSDS.pdf","","4.30.36.70",
"2017-07-06 15:34:30 +00:00","Rendition","Certis USA","","Flowables (F or L)","NA","Peroxyacetic Acid","Hydrogen Peroxide","5.24","22.75","No","68660-14-70051","33","","Danger","Black rot, Botrytis, Downy mildew, Powdery mildew","Sour rot","","16","","","48","fl oz","","32","1","","0","","0","0","","","Spray application (Air), Chemigation/irrigation","","","1","","https://home.agrian.com/","2015-07-30","","Grape Fungicide Entry Form (US)","Rendition_Label.pdf","Rendition_MSDS.pdf","","4.30.36.70",
"2017-06-22 17:46:21 +00:00","Reliant","Quest Products","","Concentrate solutions (C or LC)","NA"," Mono- and di-potassium salts of Phosphorous Acid","","45.8","","No","83416-1","33","","Caution","Powdery mildew","Powdery mildew","","2","","","2.5","qt","","2.25","4","","7-10","","6","0","","","other","Foilar spray","","1","","https://home.agrian.com/","2016-09-13","","Grape Fungicide Entry Form (US)","Reliant_Label.pdf","Reliant_MSDS.pdf","","4.30.36.70",
"2017-06-22 17:46:12 +00:00","Reliant","Quest Products","","Concentrate solutions (C or LC)","NA"," Mono- and di-potassium salts of Phosphorous Acid","","45.8","","No","83416-1","33","","Caution","Armillaria","","","1.5","","","2","qt","","5","4","","0","","4","0","","","other","Foliar spray"," Begin applications in the spring at the 4 to 6 inch shoot stage. Continue applications at 1 to 2 week intervals through flowering. ","1","","https://home.agrian.com/","2016-09-13","","Grape Fungicide Entry Form (US)","Reliant_Label.pdf","Regalia1_MSDS.pdf","","4.30.36.70",
"2017-06-22 17:44:25 +00:00","Reliant","Quest Products","","Concentrate solutions (C or LC)","NA"," Mono- and di-potassium salts of Phosphorous Acid","","45.8","","No","83416-1","33","","Caution","Black rot, Downy mildew","","","1.25","","","2.5","qt","","1.8","4","","0","0","0","0","","","other","Foliar spray"," Use rotation fungicides that also control black rot in combination with Reliant, such as Captan, Copper, Mancozeb and others 
 RELIANT is most effectively applied to control downy mildew when tank is mixed
 with other registered fungicides. ","1","","","2016-09-13","","Grape Fungicide Entry Form (US)","Reliant_Label.pdf","Reliant_MSDS.pdf","","4.30.36.70",
"2017-06-22 16:04:23 +00:00","Regalia	","Marrone Bio Innovartions","","Other","Liquid"," Extract of Reynoutria sachalinensis","","5","","No","84059-3","P5","","Caution","Botrytis, Downy mildew, Powdery mildew","","","1","","","4","qt","","2.5","4","","0","","0.1% v/v","0","","","other","foliar","","1","","","2015-10-10","","Grape Fungicide Entry Form (US)","Reason_500_SC_Fungicide_Label.pdf","Reason_500_SC1e_Fungicide_MSDS.pdf","","4.30.36.70",
"2017-06-22 15:54:00 +00:00","Reason 500 SC Fungicide	","Bayer CropScience","","Concentrate solutions (C or LC)","NA","Fenamidone","","44.4","","No","264-695","11","","Caution","Downy mildew","","","2.7","","","2.7","fl oz","","2.7","12","","30","","0","8.1 fl oz","","","Soil application (drench), Aerial","","Do not make more than one application of REASON 500 SC Fungicide before alternating with a fungicide from a different resistance management group.","1","","https://home.agrian.com/","2017-04-15","","Grape Fungicide Entry Form (US)","Reason_500_SC_Fungicide_Label.pdf","Reason_500_SC1e_Fungicide_MSDS.pdf","","4.30.36.70",
"2017-06-22 15:21:47 +00:00","Ranman 400SC Fungicide	","Summit Agro USA","","Other","Liquid","Cyazofamid","","34.5","","No","71512-3-88783","21","","Caution","Downy mildew","","","2.1","","","2.75","fl oz","","2.45","12","","30","","6","16.5","","","Spray application (Air)","","FUNGICIDE per crop. Alternate sprays of RANMAN 400SC FUNGICIDE with a fungicide with a different mode of action. DO NOT make more than three consecutive applications of RANMAN
400SC FUNGICIDE. Follow this by at least three applications of fungicides having a different mode of action before applying additional RANMAN 400SC FUNGICIDE.","1","","https://home.agrian.com/","2016-02-22","","Grape Fungicide Entry Form (US)","Ranman_400SC_Fungicide_Label.pdf","Ranman_400SC_Fungicide_MSDS.pdf","","4.30.36.70",
"2017-06-22 13:52:49 +00:00","Ranman","FMC Corporation","","Other","Liquid","Cyazofamid","","34.5","","No","71512-3-279","21","","Caution","Downy mildew","","","2.1","","","2.75","fl oz","","2.4","12","","30","","6 spray","16.5","","","Spray application (Air), Aerial","","DO NOT make more than three consec- utive applications of RANMAN FUNGICIDE followed by at least three applications of fungicides having different modes of action before applying additional RAN- MAN FUNGICIDE.","1","","https://home.agrian.com/","2012-10-01","","Grape Fungicide Entry Form (US)","Ranman_Label.pdf","Ranman_MSDS.pdf","","4.30.36.70",
"2017-06-22 13:40:50 +00:00","Rampart","Loveland Products","","Other","Liquid","Mono- and dipotassium salts of Phosphorous Acid","","53","","No","34704-924","33","","Caution","Downy mildew, Fusarium, Powdery mildew","","","1","","","3","qt","","2","4","","3","","0","0","","","Aerial, other","Root dip, Trunk injection, Foliar, Irrigation"," To avoid undesirable copper phytotoxicity, do
not apply Rampart Fungicide foliarly to plants treated with copper based compounds at less than 20-day intervals unless instructed to
do so by your consultant. ","1","","https://home.agrian.com/","2015-07-29","","Grape Fungicide Entry Form (US)","Rampart_Label.pdf","Rampart_MSDS.pdf","","4.30.36.70",
